 OTUID	N1_40	E3_60	E1_0	N2_0	E3_40	E2_60	N2_40	E3_0	E2_40	E1_40	N3_60	N1_60	N1_0	N2_60	E1_60	E2_0	N3_0	N3_40
OTU_1845	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	2	0
OTU_1452	0	0	0	23	0	0	0	0	0	1	0	1	19	2	0	0	25	0
OTU_2804	0	0	0	0	2	0	1	0	2	2	0	0	0	0	0	0	0	0
OTU_881	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0
OTU_1519	0	1	0	4	0	0	2	0	1	1	4	1	3	3	1	2	5	3
OTU_539	0	0	0	0	0	0	0	0	0	14	0	1	0	0	1	0	0	0
OTU_2219	1	1	0	1	0	0	1	1	0	1	0	1	3	1	1	1	1	0
OTU_579	4	1	1	1	2	2	1	2	1	4	5	6	5	2	5	2	5	3
OTU_653	7	0	0	1	0	0	4	0	0	0	30	17	0	1	1	0	1	0
OTU_1172	2	1	4	16	0	0	4	4	2	1	2	3	11	1	0	2	12	1
OTU_2414	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_298	18	15	4	11	9	16	14	8	13	7	14	14	11	6	11	9	9	12
OTU_596	6	4	7	2	5	5	8	5	5	3	4	4	4	2	4	6	1	4
OTU_2129	0	0	0	1	0	0	0	0	0	0	2	1	5	0	0	1	2	0
OTU_2728	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1074	2	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1
OTU_941	1	2	3	4	0	1	0	0	1	0	0	0	3	4	7	6	2	0
OTU_2036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_749	2	5	1	2	1	4	2	1	0	4	2	1	2	1	2	4	2	1
OTU_761	2	0	1	0	1	1	2	1	0	1	2	2	2	2	2	2	1	2
OTU_2052	1	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0
OTU_2172	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0
OTU_1444	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	3	0
OTU_2350	1	2	10	30	2	0	1	4	0	1	5	1	15	0	0	13	15	0
OTU_748	4	0	0	12	1	0	2	0	2	0	2	1	12	1	0	0	5	1
OTU_846	0	0	0	5	0	0	0	0	0	0	0	0	3	0	0	0	2	0
OTU_1682	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1555	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU_1285	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0
OTU_772	2	0	4	1	0	3	3	9	2	1	6	1	4	2	1	4	2	2
OTU_1738	2	0	1	3	2	0	1	0	0	1	3	0	6	2	1	1	6	0
OTU_799	4	3	0	1	4	2	8	0	0	5	15	14	0	11	3	0	0	6
OTU_439	6	5	12	7	9	4	9	12	3	4	13	15	7	9	5	6	2	6
OTU_1432	2	0	0	1	0	0	4	0	1	0	2	0	0	8	0	0	0	3
OTU_708	1	0	18	0	0	0	1	3	0	0	0	0	0	0	0	10	0	0
OTU_300	1	4	0	3	7	0	10	0	0	2	8	7	0	93	3	1	3	2
OTU_755	1	0	0	3	0	0	1	0	0	0	0	3	7	0	0	1	1	8
OTU_1236	1	1	8	1	3	1	5	10	1	1	0	0	0	0	0	16	0	0
OTU_501	0	0	19	10	5	3	3	23	13	1	7	2	4	12	2	20	7	2
OTU_1610	4	1	3	4	0	1	2	0	5	2	1	1	1	1	1	1	1	2
OTU_668	0	1	0	0	1	0	0	0	1	10	0	1	0	1	1	0	0	5
OTU_701	11	4	3	8	4	3	3	2	5	5	5	9	10	4	11	6	2	11
OTU_1086	1	0	0	6	0	0	0	1	1	0	0	0	8	1	0	0	6	0
OTU_587	2	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4	0	3
OTU_1372	1	0	0	0	0	0	9	1	1	0	7	26	0	2	1	1	1	4
OTU_2217	17	2	0	3	1	1	7	0	0	1	12	13	5	17	0	0	2	7
OTU_597	0	0	1	17	1	0	1	2	0	1	2	1	13	0	0	2	13	1
OTU_266	4	8	35	23	7	10	5	13	8	19	10	3	6	2	39	27	13	6
OTU_575	0	3	3	2	0	0	2	0	6	0	0	9	5	0	0	0	0	0
OTU_436	7	0	0	14	0	0	8	0	0	0	0	1	26	0	0	0	8	11
OTU_490	2	2	1	1	0	3	1	0	0	0	5	12	0	37	0	0	0	3
OTU_577	6	4	5	7	1	0	3	4	5	2	3	10	3	2	4	1	1	0
OTU_788	0	1	0	0	3	1	1	3	1	0	3	3	2	0	5	2	1	0
OTU_2227	1	1	25	0	3	3	2	19	5	5	1	1	1	3	5	5	1	4
OTU_822	3	1	3	1	0	1	1	5	1	2	2	3	2	0	0	3	0	4
OTU_232	0	1	0	0	11	3	2	0	13	176	1	1	0	0	1	0	0	6
OTU_1473	0	0	0	3	0	1	0	0	0	0	0	0	2	1	1	0	0	0
OTU_1897	2	0	0	2	1	0	2	0	0	0	1	2	6	0	0	1	2	1
OTU_1722	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_440	3	6	0	3	0	4	0	0	5	0	9	42	3	1	2	2	4	3
OTU_876	0	0	4	0	0	0	0	7	0	1	0	0	0	0	0	7	0	0
OTU_318	1	0	0	1	0	0	0	0	0	0	3	3	0	57	0	1	0	0
OTU_1912	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	2	1
OTU_1826	0	0	29	7	1	2	2	23	2	0	1	1	1	2	0	24	4	0
OTU_565	0	2	1	4	4	1	7	5	8	2	2	2	3	3	4	2	4	4
OTU_1885	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
OTU_1020	0	0	2	6	0	1	1	1	0	0	0	0	2	0	0	0	2	1
OTU_767	2	3	0	1	0	3	0	2	1	0	0	3	2	1	1	0	3	1
OTU_1154	5	0	4	6	1	0	3	7	3	0	1	1	3	5	2	3	8	3
OTU_968	1	0	1	0	4	0	2	1	1	2	5	1	0	4	0	1	0	0
OTU_450	1	0	0	2	1	2	0	0	0	1	13	9	0	38	0	1	1	1
OTU_604	4	29	38	29	0	12	4	13	3	5	5	2	27	2	15	41	11	2
OTU_959	0	1	0	0	1	1	0	0	0	0	0	1	0	0	4	0	0	0
OTU_961	1	2	1	1	0	3	2	1	2	0	1	4	3	2	1	1	0	2
OTU_2577	0	0	0	1	0	1	0	0	0	1	0	0	6	0	0	1	5	2
OTU_630	1	7	0	0	2	5	0	1	2	0	4	0	3	2	4	4	3	1
OTU_727	0	2	7	1	3	1	2	2	0	3	1	1	2	2	0	6	4	0
OTU_1580	0	2	6	4	0	0	0	5	0	0	0	0	2	0	1	2	4	0
OTU_478	0	0	0	0	1	0	0	1	0	0	0	0	0	25	0	0	0	0
OTU_656	3	3	4	2	1	2	3	3	0	0	2	3	1	5	2	3	5	4
OTU_535	5	3	7	4	5	6	8	4	3	3	4	8	4	5	2	10	5	4
OTU_856	0	2	6	0	0	0	0	8	0	0	1	0	3	0	0	9	1	0
OTU_2203	9	1	3	3	6	8	5	1	4	0	21	10	4	11	1	0	1	4
OTU_1353	2	2	4	1	0	0	0	3	1	4	0	0	1	3	2	1	1	0
OTU_617	4	3	4	3	5	4	8	2	2	3	4	3	6	5	3	2	1	3
OTU_2746	1	5	0	0	0	3	0	0	1	0	0	0	0	0	1	0	0	1
OTU_488	0	3	0	0	5	6	0	0	21	1	1	0	0	2	1	0	0	0
OTU_1805	2	3	0	10	0	0	4	0	0	0	11	1	2	6	0	2	16	5
OTU_789	4	1	2	1	0	0	1	0	1	1	4	4	0	1	1	1	1	4
OTU_1561	0	0	2	7	0	0	0	1	0	0	0	1	4	0	2	8	2	1
OTU_1118	0	0	0	5	3	0	0	1	0	1	0	0	3	0	0	0	6	0
OTU_1548	0	1	8	0	0	0	0	2	1	0	0	0	0	0	0	5	0	0
OTU_2416	2	0	1	3	1	1	1	2	1	0	0	2	10	0	1	0	5	2
OTU_1504	2	0	1	5	0	0	0	0	0	0	0	0	3	0	0	0	8	0
OTU_462	1	5	0	0	7	1	0	0	0	13	0	1	0	0	21	2	0	2
OTU_1347	10	40	3	1	1	12	5	2	4	2	35	84	0	4	3	3	0	5
OTU_1413	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0
OTU_631	2	4	1	0	1	5	2	0	0	1	13	9	1	7	0	0	0	1
OTU_805	2	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0	1
OTU_2053	0	0	1	4	0	1	1	3	0	0	0	0	4	0	0	1	1	0
OTU_1933	0	0	1	2	3	0	1	0	0	2	0	1	1	0	0	1	0	2
OTU_1170	1	5	20	5	2	6	2	9	0	0	1	4	3	1	27	8	2	0
OTU_521	7	1	0	0	0	1	0	0	0	1	10	10	2	20	0	0	1	0
OTU_2310	6	13	4	4	10	19	12	4	33	40	7	8	0	4	33	3	5	6
OTU_1176	1	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	1	0
OTU_310	4	1	2	1	1	3	3	0	0	0	21	8	0	79	2	0	0	3
OTU_694	0	1	6	0	1	1	0	4	0	1	0	1	0	0	1	7	0	1
OTU_1543	0	0	2	0	0	0	2	0	2	2	0	0	0	0	3	0	0	2
OTU_2230	4	1	2	2	0	3	0	0	0	0	4	1	2	0	1	3	1	0
OTU_2417	1	1	3	0	3	0	3	1	1	1	0	0	0	1	3	3	3	0
OTU_676	2	0	0	0	0	0	17	0	0	1	0	0	0	11	2	0	0	1
OTU_733	1	3	4	2	3	2	1	6	2	2	3	0	3	0	4	10	4	1
OTU_786	7	0	0	1	0	1	5	0	2	1	2	1	5	4	2	1	6	2
OTU_644	2	0	0	0	0	1	5	0	0	0	0	0	1	9	0	0	1	3
OTU_638	2	1	1	22	3	0	0	0	3	1	0	2	16	1	2	0	9	5
OTU_1250	4	0	0	3	0	0	1	1	2	0	0	0	0	0	1	4	1	1
OTU_2089	1	0	0	2	0	0	1	0	0	0	0	1	0	2	0	2	1	0
OTU_2500	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
OTU_540	2	4	2	0	3	8	0	0	2	11	0	0	0	0	9	0	0	0
OTU_817	1	2	1	1	3	3	0	0	2	1	2	2	1	1	1	2	1	1
OTU_570	7	0	0	1	1	0	13	0	2	0	5	4	3	14	1	1	2	5
OTU_546	4	2	0	0	10	1	5	2	7	13	1	8	1	2	2	0	1	5
OTU_880	1	1	2	0	0	1	0	0	2	19	0	1	0	0	9	2	1	2
OTU_661	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	4	0
OTU_1106	2	3	10	3	2	0	3	10	2	1	0	0	5	0	0	7	7	1
OTU_1289	3	0	0	2	1	1	2	0	0	0	5	3	1	8	1	2	1	2
OTU_589	3	5	2	2	2	6	5	4	2	2	2	4	2	5	1	4	1	2
OTU_592	1	0	0	2	1	1	2	0	0	0	8	4	1	14	0	1	0	0
OTU_669	2	2	3	0	1	2	1	0	1	1	1	1	0	0	1	4	1	1
OTU_995	0	0	8	1	1	0	0	1	0	1	0	0	1	0	0	5	0	0
OTU_457	2	0	2	27	1	0	1	1	1	0	1	0	47	0	0	0	35	1
OTU_2125	0	0	0	1	0	0	0	1	0	0	5	5	1	0	0	0	1	0
OTU_1900	1	4	1	1	6	7	1	3	4	8	0	6	1	2	6	0	0	5
OTU_2239	0	0	48	0	0	0	0	5	0	0	0	1	0	0	2	56	0	0
OTU_427	0	2	0	0	1	0	2	0	24	4	3	3	0	0	1	0	0	0
OTU_1330	0	2	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0
OTU_651	0	0	10	0	0	0	0	2	0	0	0	0	1	0	0	3	1	0
OTU_2193	0	1	1	1	0	2	0	1	0	2	0	0	2	0	6	3	0	1
OTU_1206	0	1	0	0	0	3	0	0	1	0	0	0	0	0	4	1	0	0
OTU_1017	4	0	1	0	0	0	4	0	0	0	2	1	0	16	0	1	0	2
OTU_929	0	0	0	4	0	0	0	0	1	0	0	0	3	1	0	2	2	0
OTU_678	0	0	0	15	1	0	1	0	1	0	0	0	11	0	0	0	8	1
OTU_715	5	0	0	3	0	0	4	0	1	0	2	0	4	7	0	0	1	3
OTU_2486	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0
OTU_2062	0	0	0	3	0	0	0	0	0	0	0	1	1	0	0	0	2	0
OTU_1103	1	1	1	2	1	0	1	2	0	0	0	0	2	1	2	2	2	2
OTU_707	6	1	11	1	4	3	2	4	0	5	6	1	4	4	2	3	0	3
OTU_853	0	1	0	3	0	0	2	0	0	0	2	0	3	2	0	0	5	0
OTU_225	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0
OTU_389	9	9	8	4	8	6	7	1	9	7	3	10	8	3	13	4	4	13
OTU_590	5	3	9	3	4	2	6	4	2	3	7	6	3	3	6	11	5	3
OTU_745	0	0	5	0	0	0	0	0	0	0	1	1	6	0	0	4	0	0
OTU_878	0	0	0	2	0	0	0	0	0	0	0	2	6	0	0	0	9	2
OTU_637	1	3	6	1	1	0	1	12	4	2	0	0	0	0	4	16	0	0
OTU_1195	0	0	0	3	1	0	1	1	1	0	0	0	1	0	0	5	3	0
OTU_2436	1	0	1	20	1	0	1	2	0	0	0	1	34	1	2	1	18	0
OTU_2032	1	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
OTU_1643	0	0	0	3	0	0	0	0	0	0	0	1	3	0	0	1	0	0
OTU_912	1	0	1	5	2	0	0	0	0	1	2	2	5	6	0	0	1	1
OTU_388	13	1	2	0	0	0	0	0	0	0	3	11	0	0	0	0	0	2
OTU_2017	2	0	0	4	0	1	2	0	0	0	0	7	0	1	2	1	0	0
OTU_810	0	0	0	1	0	0	0	0	0	0	2	3	0	9	0	0	1	0
OTU_944	0	0	0	3	0	0	0	0	0	0	2	0	4	1	0	0	3	0
OTU_1160	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_794	9	1	0	0	0	0	3	0	0	0	2	2	0	1	0	0	1	10
OTU_801	11	0	0	0	0	0	1	0	0	0	7	3	0	2	0	0	0	0
OTU_2327	3	0	1	1	0	0	7	0	0	2	4	3	2	0	0	0	1	1
OTU_1573	14	13	5	7	11	9	8	7	13	11	15	17	10	3	15	10	13	14
OTU_406	2	0	31	3	3	0	0	23	5	3	4	0	5	0	4	39	0	0
OTU_1781	3	63	1	2	3	48	2	1	1	3	3	36	2	1	67	0	1	3
OTU_1711	3	1	6	1	3	4	4	3	8	6	0	2	3	0	2	11	1	0
OTU_2212	0	0	0	0	0	0	4	3	0	1	0	0	0	0	0	0	2	34
OTU_859	1	1	1	10	0	0	5	0	1	0	1	3	5	1	0	0	4	0
OTU_2628	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0
OTU_1944	13	0	0	1	0	0	2	0	0	0	2	13	4	0	0	0	0	5
OTU_1264	0	0	0	1	1	1	0	1	2	0	1	3	1	2	1	0	1	2
OTU_689	4	4	3	1	2	4	1	1	2	0	1	5	4	2	0	3	3	1
OTU_994	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1
OTU_1696	0	0	1	5	0	0	1	0	0	0	6	0	2	1	0	0	4	1
OTU_2421	0	0	0	0	0	0	0	1	0	0	0	0	3	2	0	1	1	0
OTU_2609	0	0	10	2	0	3	2	4	1	2	0	3	0	0	0	0	1	0
OTU_2488	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	3	0	0
OTU_620	6	8	4	6	3	7	2	7	6	3	5	2	0	4	3	5	4	8
OTU_1327	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
OTU_2294	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2309	0	0	1	6	0	0	0	2	0	0	1	0	8	0	0	2	6	0
OTU_514	2	3	0	3	0	2	3	4	0	2	3	11	3	1	4	2	2	2
OTU_601	0	0	0	0	8	0	8	0	1	3	3	0	0	1	0	0	0	0
OTU_903	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0
OTU_2485	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU_2607	1	0	0	1	3	0	0	0	1	2	1	0	0	0	0	0	0	0
OTU_2583	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	2
OTU_706	9	4	0	0	1	0	8	0	0	1	11	4	1	4	2	0	0	9
OTU_2605	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0
OTU_390	6	1	1	82	0	3	3	1	3	0	7	7	46	0	1	2	53	3
OTU_962	19	1	1	0	1	0	21	0	0	1	1	0	0	5	0	2	0	19
OTU_704	1	1	3	0	4	0	0	7	0	0	1	0	0	0	1	10	0	0
OTU_1412	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU_1917	0	1	0	0	0	0	0	0	0	5	13	3	0	0	2	0	0	4
OTU_2631	5	0	1	2	0	1	1	0	0	1	0	0	1	0	0	0	1	1
OTU_852	0	2	0	0	0	0	1	0	0	0	0	1	0	11	0	0	0	0
OTU_1252	1	1	1	7	0	0	0	1	0	2	0	0	4	0	0	0	7	1
OTU_1886	0	0	0	0	0	1	0	1	0	1	0	3	0	0	0	2	3	0
OTU_773	1	1	3	4	1	2	0	1	1	0	1	3	3	2	0	1	2	1
OTU_803	2	0	6	0	0	2	3	3	0	2	0	0	1	2	1	6	0	0
OTU_2787	0	0	1	1	0	2	0	3	0	0	1	0	1	0	0	2	0	0
OTU_510	5	0	0	1	1	0	2	1	0	1	20	3	2	16	1	0	2	3
OTU_451	1	1	1	0	0	1	3	0	0	0	1	1	0	35	0	2	0	1
OTU_494	1	8	5	6	6	5	2	3	2	7	4	1	2	1	15	3	4	3
OTU_931	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	5	1	0
OTU_547	3	4	4	4	1	4	2	4	2	1	0	1	2	4	2	4	2	3
OTU_2262	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1091	0	0	4	0	0	0	0	0	1	1	0	1	0	0	0	5	0	0
OTU_1614	1	0	0	2	1	1	0	2	0	1	0	0	1	0	1	0	0	0
OTU_1946	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
OTU_1113	3	0	0	0	0	0	1	0	0	0	4	2	0	1	0	0	1	9
OTU_1647	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
OTU_2357	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	1	0
OTU_754	0	0	0	0	1	1	6	0	4	0	0	0	0	0	0	0	0	0
OTU_1497	0	0	0	6	0	0	0	1	0	0	2	0	1	1	0	0	7	0
OTU_386	0	1	0	0	4	2	1	0	43	0	0	2	0	0	3	0	0	0
OTU_2257	3	1	0	8	0	0	0	0	0	1	3	2	3	2	0	1	6	1
OTU_2337	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1
OTU_1354	0	0	1	0	13	1	0	0	2	6	0	0	0	0	2	0	0	0
OTU_2385	0	0	4	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0
OTU_581	1	1	6	5	1	0	0	6	1	0	3	24	6	0	0	7	3	0
OTU_2798	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0
OTU_1924	0	0	0	3	2	0	2	0	0	0	0	0	0	1	0	0	0	1
OTU_485	4	0	0	0	1	0	7	0	1	2	0	0	0	28	1	0	1	4
OTU_809	0	0	11	0	0	0	0	4	2	0	0	0	0	0	0	7	0	0
OTU_702	1	1	2	1	2	1	1	2	1	0	3	1	1	1	2	4	5	0
OTU_970	0	4	0	0	5	6	0	0	0	4	0	1	0	0	2	0	0	0
OTU_1637	2	0	23	0	1	0	1	5	0	0	0	0	0	0	0	8	1	0
OTU_645	4	1	2	3	1	2	2	3	0	3	1	2	2	5	1	6	2	5
OTU_812	0	10	0	0	0	5	1	0	0	0	0	0	1	2	0	0	0	0
OTU_937	0	1	0	0	2	1	2	3	0	3	2	0	0	2	2	0	2	3
OTU_1571	1	0	4	5	0	0	1	1	0	1	0	0	2	1	0	0	1	1
OTU_2647	0	0	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU_2520	2	1	1	1	3	0	0	3	1	3	0	0	0	0	2	2	2	0
OTU_882	0	1	4	0	0	0	0	0	6	0	0	0	1	0	0	1	0	0
OTU_908	2	0	2	9	1	0	1	1	0	0	3	1	11	1	0	3	7	0
OTU_551	18	0	0	0	2	0	4	0	0	0	14	2	1	17	0	0	0	3
OTU_2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU_764	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	12
OTU_486	3	1	0	0	1	4	3	1	1	6	1	3	2	2	8	6	1	0
OTU_1540	1	1	0	2	1	0	0	0	0	1	1	0	1	0	0	0	4	0
OTU_695	12	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_1078	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
OTU_1804	1	2	3	0	1	2	1	1	2	3	1	4	1	0	4	0	0	1
OTU_2061	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	1	0	0
OTU_2058	1	1	3	5	0	1	0	6	1	0	1	0	1	0	0	1	3	0
OTU_2490	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1434	3	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_2282	2	0	0	4	0	0	0	0	0	0	0	0	2	1	0	0	5	0
OTU_1293	1	0	0	2	0	0	0	3	0	0	0	0	5	0	0	3	1	0
OTU_1072	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0
OTU_1328	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU_1319	0	1	0	0	8	3	3	0	1	0	0	0	0	2	1	0	0	1
OTU_1648	0	0	0	11	1	0	0	0	0	0	0	0	6	0	0	0	6	0
OTU_742	1	2	0	0	0	1	2	0	4	0	1	4	0	1	3	0	0	1
OTU_2733	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	1
OTU_850	1	0	2	0	2	1	0	0	0	1	1	2	2	1	1	2	2	1
OTU_1422	0	0	0	5	0	0	0	0	0	0	0	2	3	0	0	0	7	1
OTU_2040	3	0	1	2	5	4	1	0	4	6	2	0	0	1	0	0	0	4
OTU_2200	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
OTU_506	1	2	0	0	6	4	1	0	26	3	1	0	0	0	4	0	0	5
OTU_907	0	0	10	2	0	1	1	3	1	0	0	0	2	0	0	12	5	0
OTU_583	4	3	2	3	2	0	3	2	3	1	0	3	1	1	5	2	2	2
OTU_618	0	0	4	1	0	0	0	5	0	1	0	0	8	0	0	4	0	0
OTU_1273	0	0	0	2	0	1	0	0	1	0	0	2	1	0	0	0	4	1
OTU_1191	0	0	1	6	1	0	0	0	0	0	0	2	6	0	0	1	2	0
OTU_1136	1	0	1	1	1	0	1	5	0	0	1	1	1	1	0	0	2	0
OTU_376	0	0	1	21	1	1	1	2	0	0	1	0	9	0	0	3	43	1
OTU_2759	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU_2741	5	0	0	2	0	0	0	0	0	1	0	0	1	1	0	1	1	0
OTU_2473	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_598	3	2	2	2	3	2	4	7	3	1	3	4	3	2	4	5	3	2
OTU_992	0	2	1	0	0	1	0	0	0	1	0	0	1	2	1	0	1	0
OTU_1201	0	0	6	0	0	0	0	7	0	0	0	0	0	0	1	8	0	0
OTU_491	0	10	18	2	3	5	1	11	3	6	0	3	1	1	9	27	3	1
OTU_1931	0	0	1	2	1	0	1	0	0	0	0	2	2	2	0	3	1	0
OTU_2536	0	2	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0
OTU_1022	0	0	0	0	0	1	0	4	0	1	0	1	0	4	0	1	0	0
OTU_758	0	0	2	2	0	0	1	0	3	1	1	4	1	2	6	0	1	0
OTU_2674	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
OTU_1848	2	0	2	2	0	1	0	0	0	0	1	1	0	3	0	0	0	1
OTU_434	0	0	0	0	14	0	1	0	1	0	0	0	0	0	0	0	0	5
OTU_560	0	0	0	0	1	0	3	0	0	0	0	0	0	21	0	0	0	0
OTU_723	0	0	0	1	0	0	0	0	1	0	14	4	0	0	0	0	2	0
OTU_508	2	3	4	2	1	3	0	2	1	0	3	0	0	2	4	2	2	2
OTU_1415	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	2
OTU_712	0	0	16	0	1	0	0	8	0	0	2	0	0	0	0	12	1	1
OTU_1683	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_1420	1	0	0	0	3	1	0	1	0	4	1	1	0	0	0	0	1	1
OTU_425	0	1	0	0	4	2	0	0	0	0	2	4	0	6	5	0	0	0
OTU_1424	0	0	1	0	1	1	1	1	0	0	0	1	0	0	0	2	0	2
OTU_760	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6
OTU_650	0	1	0	16	1	4	1	0	0	2	0	1	9	1	3	1	8	3
OTU_642	0	0	0	0	1	0	2	0	0	0	8	3	0	24	0	0	0	1
OTU_548	5	0	0	9	0	0	17	0	0	0	7	23	4	19	0	0	5	4
OTU_1791	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0
OTU_1878	0	0	3	2	1	0	0	0	1	0	0	0	0	1	0	2	1	0
OTU_2757	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	4	0
OTU_1789	1	0	2	0	1	0	0	21	0	0	0	1	1	1	1	10	1	0
OTU_632	0	6	0	1	13	3	2	0	12	5	0	3	0	1	3	0	0	1
OTU_1662	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_564	0	0	0	0	0	0	2	0	0	0	0	1	0	23	0	0	1	1
OTU_753	4	0	3	3	2	1	9	1	1	0	1	3	0	1	2	3	0	1
OTU_2183	1	0	0	3	0	0	3	0	0	0	1	0	0	2	0	0	9	1
OTU_747	1	0	1	1	0	2	1	0	1	0	1	1	1	0	0	2	0	0
OTU_1138	1	2	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0
OTU_2743	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
OTU_2055	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
OTU_545	1	1	0	0	4	4	2	0	1	4	5	2	1	15	14	0	2	5
OTU_2434	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
OTU_1739	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	1	0
OTU_1108	1	0	2	3	1	0	0	0	0	1	2	0	1	1	4	0	0	0
OTU_1792	3	3	1	3	1	0	2	5	0	0	2	1	2	0	2	0	3	0
OTU_904	0	1	0	0	2	0	1	0	1	0	0	1	0	5	0	1	0	0
OTU_614	2	0	1	8	6	3	1	0	5	3	2	1	10	1	1	0	12	2
OTU_1109	0	1	0	0	1	2	0	1	0	1	1	0	1	1	1	1	1	0
OTU_2572	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2
OTU_1100	2	0	2	0	0	1	0	0	1	1	4	0	0	0	0	0	0	3
OTU_802	16	4	2	1	8	3	13	0	0	4	8	6	1	6	0	0	0	5
OTU_1932	2	19	0	5	8	10	0	0	9	8	5	9	9	1	13	0	7	1
OTU_1425	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0
